sample_id,reliability_score,has_halving,has_doubling,num_halving_segments,num_doubling_segments,halving_segments_json,doubling_segments_json,double_subtype_json,ratio_used_json,actual_mean_ratio_json,duration_sec_json,ceiling_used_json,baseline_strategy
clean_003496,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003497,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003498,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003499,99.791664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003500,99.833336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003501,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003502,100.0,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 3145, ""end_idx"": 3176, ""duration_sec"": 7.75, ""ratio_used"": 0.4793, ""sigma_used"": 1.5319, ""transition_len_points"": 1, ""ceiling_used"": null, ""mean_baseline"": 147.0, ""mean_noisy_value"": 72.956, ""actual_mean_ratio"": 0.4786}]",[],[],[0.4793],[0.4786],[7.75],[],feature_optimized
clean_003503,100.0,0,1,0,1,[],"[{""region_type"": ""double"", ""double_subtype"": ""clipped"", ""start_idx"": 4071, ""end_idx"": 4089, ""duration_sec"": 4.5, ""ratio_used"": 2.041, ""sigma_used"": 3.3697, ""transition_len_points"": 2, ""ceiling_used"": 234.171, ""mean_baseline"": 140.0, ""mean_noisy_value"": 222.065, ""actual_mean_ratio"": 1.6623}]","[""clipped""]",[2.041],[1.6623],[4.5],[234.171],feature_optimized
clean_003504,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003505,99.520836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003506,99.875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003507,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003508,99.75,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003509,99.541664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003510,99.979164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003511,99.625,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003512,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003513,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003514,99.020836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003515,99.895836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003516,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003517,99.5,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003518,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003519,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003520,99.9375,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003521,100.0,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 2191, ""end_idx"": 2246, ""duration_sec"": 13.75, ""ratio_used"": 0.486, ""sigma_used"": 1.5603, ""transition_len_points"": 3, ""ceiling_used"": null, ""mean_baseline"": 144.0, ""mean_noisy_value"": 74.14, ""actual_mean_ratio"": 0.4873}]",[],[],[0.486],[0.4873],[13.75],[],feature_optimized
clean_003522,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003523,99.458336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003524,99.875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003525,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003526,99.729164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003527,99.875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003528,99.125,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 991, ""end_idx"": 1022, ""duration_sec"": 7.75, ""ratio_used"": 0.5362, ""sigma_used"": 1.9487, ""transition_len_points"": 2, ""ceiling_used"": null, ""mean_baseline"": 136.0, ""mean_noisy_value"": 76.535, ""actual_mean_ratio"": 0.5345}]",[],[],[0.5362],[0.5345],[7.75],[],feature_optimized
clean_003529,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003530,99.979164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003531,99.770836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003532,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003533,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003534,99.625,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003535,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003536,99.875,0,1,0,1,[],"[{""region_type"": ""double"", ""double_subtype"": ""clipped"", ""start_idx"": 1931, ""end_idx"": 1989, ""duration_sec"": 14.5, ""ratio_used"": 1.9932, ""sigma_used"": 2.9994, ""transition_len_points"": 3, ""ceiling_used"": 237.401, ""mean_baseline"": 128.0, ""mean_noisy_value"": 232.472, ""actual_mean_ratio"": 1.8479}]","[""clipped""]",[1.9932],[1.8479],[14.5],[237.401],feature_optimized
clean_003537,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003538,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003539,99.9375,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003540,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003541,99.625,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003542,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003543,99.916664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003544,99.9375,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 298, ""end_idx"": 320, ""duration_sec"": 5.5, ""ratio_used"": 0.4873, ""sigma_used"": 1.6309, ""transition_len_points"": 1, ""ceiling_used"": null, ""mean_baseline"": 148.0, ""mean_noisy_value"": 75.375, ""actual_mean_ratio"": 0.485}]",[],[],[0.4873],[0.485],[5.5],[],feature_optimized
clean_003545,99.479164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003546,99.333336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003547,99.395836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003548,99.854164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003549,99.9375,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 2045, ""end_idx"": 2076, ""duration_sec"": 7.75, ""ratio_used"": 0.5147, ""sigma_used"": 1.7928, ""transition_len_points"": 3, ""ceiling_used"": null, ""mean_baseline"": 139.0, ""mean_noisy_value"": 77.673, ""actual_mean_ratio"": 0.5123}]",[],[],[0.5147],[0.5123],[7.75],[],feature_optimized
clean_003550,99.854164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003551,99.479164,0,1,0,1,[],"[{""region_type"": ""double"", ""double_subtype"": ""clipped"", ""start_idx"": 1472, ""end_idx"": 1507, ""duration_sec"": 8.75, ""ratio_used"": 2.0401, ""sigma_used"": 2.1432, ""transition_len_points"": 3, ""ceiling_used"": 233.743, ""mean_baseline"": 136.0, ""mean_noisy_value"": 224.841, ""actual_mean_ratio"": 1.7139}]","[""clipped""]",[2.0401],[1.7139],[8.75],[233.743],feature_optimized
clean_003552,99.895836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003553,99.6875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003554,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003555,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003556,99.520836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003557,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003558,99.8125,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 1581, ""end_idx"": 1600, ""duration_sec"": 4.75, ""ratio_used"": 0.506, ""sigma_used"": 2.3952, ""transition_len_points"": 2, ""ceiling_used"": null, ""mean_baseline"": 140.0, ""mean_noisy_value"": 78.54, ""actual_mean_ratio"": 0.5121}]",[],[],[0.506],[0.5121],[4.75],[],feature_optimized
clean_003559,99.270836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003560,99.979164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003561,99.833336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003562,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003563,99.854164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003564,99.854164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003565,99.645836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003566,99.583336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003567,99.479164,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 1102, ""end_idx"": 1134, ""duration_sec"": 8.0, ""ratio_used"": 0.4919, ""sigma_used"": 1.8795, ""transition_len_points"": 2, ""ceiling_used"": null, ""mean_baseline"": 154.0, ""mean_noisy_value"": 80.37, ""actual_mean_ratio"": 0.4922}]",[],[],[0.4919],[0.4922],[8.0],[],feature_optimized
clean_003568,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003569,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003570,99.895836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003571,99.583336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003572,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003573,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003574,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003575,99.916664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003576,99.5625,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003577,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003578,99.75,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003579,99.895836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003580,99.875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003581,99.854164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003582,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003583,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003584,99.708336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003585,99.833336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003586,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003587,99.5625,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 96, ""end_idx"": 112, ""duration_sec"": 4.0, ""ratio_used"": 0.5417, ""sigma_used"": 1.6919, ""transition_len_points"": 2, ""ceiling_used"": null, ""mean_baseline"": 138.0, ""mean_noisy_value"": 83.475, ""actual_mean_ratio"": 0.5463}]",[],[],[0.5417],[0.5463],[4.0],[],feature_optimized
clean_003588,99.916664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003589,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003590,99.104164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003591,99.8125,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003592,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003593,99.354164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003594,99.895836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003595,99.541664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003596,99.083336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003597,99.875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003598,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003599,99.875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003600,99.9375,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003601,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003602,99.770836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003603,99.979164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003604,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003605,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003606,99.520836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003607,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003608,99.833336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003609,99.104164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003610,99.729164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003611,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003612,99.854164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003613,99.270836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003614,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003615,99.8125,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003616,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003617,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003618,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003619,99.958336,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 3368, ""end_idx"": 3383, ""duration_sec"": 3.75, ""ratio_used"": 0.549, ""sigma_used"": 2.1631, ""transition_len_points"": 3, ""ceiling_used"": null, ""mean_baseline"": 139.0, ""mean_noisy_value"": 92.333, ""actual_mean_ratio"": 0.5574}]",[],[],[0.549],[0.5574],[3.75],[],feature_optimized
clean_003620,99.875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003621,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003622,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003623,99.541664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003624,100.0,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 3112, ""end_idx"": 3132, ""duration_sec"": 5.0, ""ratio_used"": 0.5293, ""sigma_used"": 2.3533, ""transition_len_points"": 1, ""ceiling_used"": null, ""mean_baseline"": 153.0, ""mean_noisy_value"": 84.313, ""actual_mean_ratio"": 0.5245}]",[],[],[0.5293],[0.5245],[5.0],[],feature_optimized
clean_003625,99.791664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003626,99.895836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003627,99.75,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003628,99.5,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003629,99.541664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003630,99.375,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003631,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003632,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003633,99.375,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 1566, ""end_idx"": 1584, ""duration_sec"": 4.5, ""ratio_used"": 0.548, ""sigma_used"": 2.1247, ""transition_len_points"": 2, ""ceiling_used"": null, ""mean_baseline"": 141.0, ""mean_noisy_value"": 84.995, ""actual_mean_ratio"": 0.5508}]",[],[],[0.548],[0.5508],[4.5],[],feature_optimized
clean_003634,99.791664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003635,100.0,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 3950, ""end_idx"": 3966, ""duration_sec"": 4.0, ""ratio_used"": 0.5299, ""sigma_used"": 2.0451, ""transition_len_points"": 3, ""ceiling_used"": null, ""mean_baseline"": 134.0, ""mean_noisy_value"": 82.778, ""actual_mean_ratio"": 0.5274}]",[],[],[0.5299],[0.5274],[4.0],[],feature_optimized
clean_003636,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003637,99.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003638,99.770836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003639,99.291664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003640,99.875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003641,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003642,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003643,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003644,99.9375,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 245, ""end_idx"": 260, ""duration_sec"": 3.75, ""ratio_used"": 0.4976, ""sigma_used"": 1.7035, ""transition_len_points"": 2, ""ceiling_used"": null, ""mean_baseline"": 134.0, ""mean_noisy_value"": 76.335, ""actual_mean_ratio"": 0.5017}]",[],[],[0.4976],[0.5017],[3.75],[],feature_optimized
clean_003645,99.645836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003646,99.916664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003647,99.541664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003648,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003649,99.9375,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003650,99.8125,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003651,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003652,99.854164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003653,99.9375,0,1,0,1,[],"[{""region_type"": ""double"", ""double_subtype"": ""clipped"", ""start_idx"": 4764, ""end_idx"": 4790, ""duration_sec"": 6.5, ""ratio_used"": 1.9791, ""sigma_used"": 2.8021, ""transition_len_points"": 2, ""ceiling_used"": 232.342, ""mean_baseline"": 145.0, ""mean_noisy_value"": 224.954, ""actual_mean_ratio"": 1.5967}]","[""clipped""]",[1.9791],[1.5967],[6.5],[232.342],feature_optimized
clean_003654,99.5625,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003655,99.6875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003656,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003657,99.75,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 4006, ""end_idx"": 4036, ""duration_sec"": 7.5, ""ratio_used"": 0.5452, ""sigma_used"": 2.3221, ""transition_len_points"": 3, ""ceiling_used"": null, ""mean_baseline"": 136.0, ""mean_noisy_value"": 82.308, ""actual_mean_ratio"": 0.5487}]",[],[],[0.5452],[0.5487],[7.5],[],feature_optimized
clean_003658,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003659,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003660,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003661,99.041664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003662,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003663,99.6875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003664,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003665,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003666,99.833336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003667,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003668,99.979164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003669,99.395836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003670,99.166664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003671,99.895836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003672,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003673,99.666664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003674,99.520836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003675,99.895836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003676,99.4375,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003677,99.25,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 4054, ""end_idx"": 4072, ""duration_sec"": 4.5, ""ratio_used"": 0.5189, ""sigma_used"": 2.3481, ""transition_len_points"": 1, ""ceiling_used"": null, ""mean_baseline"": 156.0, ""mean_noisy_value"": 85.318, ""actual_mean_ratio"": 0.5187}]",[],[],[0.5189],[0.5187],[4.5],[],feature_optimized
clean_003678,99.208336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003679,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003680,99.708336,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 1966, ""end_idx"": 1991, ""duration_sec"": 6.25, ""ratio_used"": 0.4882, ""sigma_used"": 1.7485, ""transition_len_points"": 2, ""ceiling_used"": null, ""mean_baseline"": 129.0, ""mean_noisy_value"": 68.013, ""actual_mean_ratio"": 0.488}]",[],[],[0.4882],[0.488],[6.25],[],feature_optimized
clean_003681,99.729164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003682,99.833336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003683,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003684,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003685,99.8125,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003686,99.6875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003687,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003688,99.875,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003689,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003690,99.9375,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003691,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003692,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003693,99.979164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003694,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003695,99.854164,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 3897, ""end_idx"": 3919, ""duration_sec"": 5.5, ""ratio_used"": 0.4801, ""sigma_used"": 2.2915, ""transition_len_points"": 2, ""ceiling_used"": null, ""mean_baseline"": 135.0, ""mean_noisy_value"": 70.987, ""actual_mean_ratio"": 0.4767}]",[],[],[0.4801],[0.4767],[5.5],[],feature_optimized
clean_003696,99.604164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003697,99.916664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003698,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003699,99.895836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003700,99.395836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003701,99.9375,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003702,99.916664,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 85, ""end_idx"": 108, ""duration_sec"": 5.75, ""ratio_used"": 0.5002, ""sigma_used"": 1.5428, ""transition_len_points"": 3, ""ceiling_used"": null, ""mean_baseline"": 130.0, ""mean_noisy_value"": 74.359, ""actual_mean_ratio"": 0.5037}]",[],[],[0.5002],[0.5037],[5.75],[],feature_optimized
clean_003703,99.729164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003704,99.395836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003705,99.5,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003706,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003707,99.354164,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 207, ""end_idx"": 241, ""duration_sec"": 8.5, ""ratio_used"": 0.5412, ""sigma_used"": 2.9641, ""transition_len_points"": 1, ""ceiling_used"": null, ""mean_baseline"": 143.0, ""mean_noisy_value"": 79.236, ""actual_mean_ratio"": 0.5408}]",[],[],[0.5412],[0.5408],[8.5],[],feature_optimized
clean_003708,99.333336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003709,99.916664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003710,99.979164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003711,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003712,99.791664,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003713,99.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003714,99.895836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003715,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003716,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003717,99.854164,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003718,99.833336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003719,99.895836,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003720,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003721,100.0,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 924, ""end_idx"": 945, ""duration_sec"": 5.25, ""ratio_used"": 0.5413, ""sigma_used"": 2.1464, ""transition_len_points"": 3, ""ceiling_used"": null, ""mean_baseline"": 137.0, ""mean_noisy_value"": 83.163, ""actual_mean_ratio"": 0.5405}]",[],[],[0.5413],[0.5405],[5.25],[],feature_optimized
clean_003722,100.0,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003723,100.0,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 564, ""end_idx"": 582, ""duration_sec"": 4.5, ""ratio_used"": 0.5235, ""sigma_used"": 1.9891, ""transition_len_points"": 3, ""ceiling_used"": null, ""mean_baseline"": 137.0, ""mean_noisy_value"": 82.62, ""actual_mean_ratio"": 0.519}]",[],[],[0.5235],[0.519],[4.5],[],feature_optimized
clean_003724,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
clean_003725,99.729164,1,0,1,0,"[{""region_type"": ""half"", ""double_subtype"": null, ""start_idx"": 2544, ""end_idx"": 2569, ""duration_sec"": 6.25, ""ratio_used"": 0.529, ""sigma_used"": 2.39, ""transition_len_points"": 1, ""ceiling_used"": null, ""mean_baseline"": 150.0, ""mean_noisy_value"": 82.588, ""actual_mean_ratio"": 0.5303}]",[],[],[0.529],[0.5303],[6.25],[],feature_optimized
clean_003726,99.958336,0,0,0,0,[],[],[],[],[],[],[],feature_optimized
